date,pressure_hpa,pressure_change_hpa,year,month,day,day_of_year,location,lat,lon,elevation_m,data_type
1993-12-02,900.0,-6.7,1993,12,2,336,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-03,908.3,8.4,1993,12,3,337,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-04,910.9,2.6,1993,12,4,338,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-05,902.0,-9.0,1993,12,5,339,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-06,904.1,2.1,1993,12,6,340,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-07,907.4,3.3,1993,12,7,341,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-08,904.0,-3.4,1993,12,8,342,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-09,911.3,7.3,1993,12,9,343,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-10,901.9,-9.4,1993,12,10,344,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-11,906.2,4.3,1993,12,11,345,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-12,909.2,3.0,1993,12,12,346,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-13,897.9,-11.3,1993,12,13,347,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-14,911.6,13.7,1993,12,14,348,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-15,903.6,-7.9,1993,12,15,349,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-16,903.4,-0.3,1993,12,16,350,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-17,900.2,-3.2,1993,12,17,351,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-18,912.1,12.0,1993,12,18,352,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-19,920.4,8.3,1993,12,19,353,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-20,909.2,-11.2,1993,12,20,354,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-21,898.3,-10.9,1993,12,21,355,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-22,908.2,10.0,1993,12,22,356,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-23,905.3,-3.0,1993,12,23,357,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-24,904.3,-1.0,1993,12,24,358,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-25,907.0,2.7,1993,12,25,359,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-26,913.7,6.7,1993,12,26,360,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-27,899.9,-13.7,1993,12,27,361,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-28,898.1,-1.9,1993,12,28,362,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-29,896.4,-1.7,1993,12,29,363,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-30,906.7,10.3,1993,12,30,364,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1993-12-31,904.8,-1.9,1993,12,31,365,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-01,909.5,4.7,1994,1,1,1,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-02,909.1,-0.4,1994,1,2,2,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-03,904.3,-4.7,1994,1,3,3,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-04,911.4,7.0,1994,1,4,4,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-05,904.5,-6.8,1994,1,5,5,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-06,909.6,5.0,1994,1,6,6,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-07,908.8,-0.8,1994,1,7,7,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-08,902.9,-5.9,1994,1,8,8,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-09,915.4,12.5,1994,1,9,9,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-10,907.2,-8.2,1994,1,10,10,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-11,913.8,6.6,1994,1,11,11,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-12,901.3,-12.5,1994,1,12,12,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-13,892.7,-8.5,1994,1,13,13,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-14,910.9,18.2,1994,1,14,14,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-15,905.0,-5.9,1994,1,15,15,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-16,910.5,5.5,1994,1,16,16,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-17,908.0,-2.5,1994,1,17,17,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-18,910.1,2.1,1994,1,18,18,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-19,909.5,-0.6,1994,1,19,19,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-20,903.9,-5.6,1994,1,20,20,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-21,901.8,-2.1,1994,1,21,21,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-22,903.6,1.8,1994,1,22,22,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-23,910.2,6.6,1994,1,23,23,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-24,904.2,-6.0,1994,1,24,24,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-25,899.2,-5.0,1994,1,25,25,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-26,887.9,-11.4,1994,1,26,26,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-27,902.5,14.7,1994,1,27,27,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-28,908.5,6.0,1994,1,28,28,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-29,905.1,-3.4,1994,1,29,29,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-30,903.7,-1.4,1994,1,30,30,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-01-31,902.0,-1.7,1994,1,31,31,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-01,912.8,10.8,1994,2,1,32,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-02,898.0,-14.8,1994,2,2,33,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-03,899.1,1.1,1994,2,3,34,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-04,907.3,8.2,1994,2,4,35,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-05,895.1,-12.2,1994,2,5,36,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-06,907.1,12.0,1994,2,6,37,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-07,904.7,-2.4,1994,2,7,38,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-08,901.1,-3.5,1994,2,8,39,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-09,908.0,6.8,1994,2,9,40,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-10,904.2,-3.8,1994,2,10,41,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-11,905.0,0.8,1994,2,11,42,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-12,884.1,-20.9,1994,2,12,43,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-13,900.8,16.7,1994,2,13,44,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-14,904.9,4.1,1994,2,14,45,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-15,891.5,-13.4,1994,2,15,46,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-16,901.8,10.3,1994,2,16,47,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-17,905.0,3.2,1994,2,17,48,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-18,897.8,-7.2,1994,2,18,49,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-19,904.4,6.6,1994,2,19,50,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-20,916.4,11.9,1994,2,20,51,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-21,913.1,-3.2,1994,2,21,52,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-22,913.9,0.7,1994,2,22,53,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-23,905.7,-8.2,1994,2,23,54,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-24,902.9,-2.8,1994,2,24,55,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-25,899.2,-3.7,1994,2,25,56,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-26,909.4,10.2,1994,2,26,57,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-27,899.6,-9.9,1994,2,27,58,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-02-28,898.5,-1.0,1994,2,28,59,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-01,908.9,10.3,1994,3,1,60,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-02,915.2,6.3,1994,3,2,61,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-03,880.0,-35.2,1994,3,3,62,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-04,904.3,24.3,1994,3,4,63,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-05,906.3,2.1,1994,3,5,64,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-06,904.9,-1.4,1994,3,6,65,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-07,908.7,3.8,1994,3,7,66,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-08,902.6,-6.1,1994,3,8,67,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-09,898.8,-3.8,1994,3,9,68,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-10,900.5,1.7,1994,3,10,69,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-11,906.5,6.0,1994,3,11,70,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-12,913.3,6.8,1994,3,12,71,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-13,897.6,-15.7,1994,3,13,72,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-14,902.9,5.3,1994,3,14,73,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-15,911.6,8.8,1994,3,15,74,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-16,910.6,-1.0,1994,3,16,75,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-17,907.5,-3.1,1994,3,17,76,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-18,903.5,-4.0,1994,3,18,77,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-19,897.5,-6.0,1994,3,19,78,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-20,910.1,12.5,1994,3,20,79,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-21,905.9,-4.2,1994,3,21,80,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-22,899.8,-6.0,1994,3,22,81,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-23,909.5,9.6,1994,3,23,82,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-24,907.1,-2.4,1994,3,24,83,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-25,901.6,-5.5,1994,3,25,84,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-26,903.6,2.1,1994,3,26,85,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-27,910.2,6.6,1994,3,27,86,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-28,894.7,-15.5,1994,3,28,87,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-29,901.0,6.4,1994,3,29,88,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-30,892.7,-8.3,1994,3,30,89,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-03-31,906.9,14.2,1994,3,31,90,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-01,903.0,-3.8,1994,4,1,91,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-02,915.1,12.1,1994,4,2,92,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-03,923.8,8.6,1994,4,3,93,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-04,901.5,-22.3,1994,4,4,94,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-05,903.3,1.9,1994,4,5,95,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-06,903.5,0.1,1994,4,6,96,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-07,903.0,-0.4,1994,4,7,97,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-08,898.8,-4.2,1994,4,8,98,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-09,902.5,3.7,1994,4,9,99,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-10,906.2,3.6,1994,4,10,100,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-11,900.1,-6.1,1994,4,11,101,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-12,901.1,1.1,1994,4,12,102,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-13,903.4,2.2,1994,4,13,103,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-14,899.4,-4.0,1994,4,14,104,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-15,899.6,0.2,1994,4,15,105,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-16,898.3,-1.3,1994,4,16,106,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-17,895.8,-2.5,1994,4,17,107,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-18,909.6,13.8,1994,4,18,108,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-19,898.7,-10.9,1994,4,19,109,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-20,885.8,-12.9,1994,4,20,110,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-21,897.4,11.5,1994,4,21,111,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-22,889.5,-7.8,1994,4,22,112,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-23,909.8,20.3,1994,4,23,113,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-24,891.5,-18.3,1994,4,24,114,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-25,913.1,21.6,1994,4,25,115,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-26,903.2,-9.9,1994,4,26,116,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-27,900.7,-2.6,1994,4,27,117,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-28,891.5,-9.2,1994,4,28,118,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-29,902.6,11.2,1994,4,29,119,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-04-30,895.5,-7.1,1994,4,30,120,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-01,900.2,4.6,1994,5,1,121,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-02,896.4,-3.7,1994,5,2,122,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-03,898.0,1.5,1994,5,3,123,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-04,881.3,-16.7,1994,5,4,124,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-05,899.8,18.6,1994,5,5,125,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-06,885.4,-14.5,1994,5,6,126,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-07,901.7,16.3,1994,5,7,127,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-08,908.8,7.1,1994,5,8,128,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-09,910.2,1.4,1994,5,9,129,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-10,911.3,1.1,1994,5,10,130,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-11,898.4,-12.8,1994,5,11,131,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-12,905.0,6.6,1994,5,12,132,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-13,895.4,-9.6,1994,5,13,133,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-14,898.0,2.5,1994,5,14,134,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-15,905.9,7.9,1994,5,15,135,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-16,894.4,-11.4,1994,5,16,136,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-17,880.0,-14.4,1994,5,17,137,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-18,900.6,20.6,1994,5,18,138,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-19,897.7,-2.8,1994,5,19,139,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-20,899.1,1.4,1994,5,20,140,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-21,903.1,3.9,1994,5,21,141,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-22,902.8,-0.3,1994,5,22,142,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-23,896.3,-6.5,1994,5,23,143,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-24,901.5,5.2,1994,5,24,144,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-25,896.1,-5.3,1994,5,25,145,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-26,891.9,-4.2,1994,5,26,146,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-27,886.3,-5.6,1994,5,27,147,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-28,896.9,10.6,1994,5,28,148,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-29,887.4,-9.5,1994,5,29,149,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-30,890.7,3.3,1994,5,30,150,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-05-31,886.6,-4.1,1994,5,31,151,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-01,900.9,14.4,1994,6,1,152,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-02,904.7,3.8,1994,6,2,153,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-03,911.3,6.6,1994,6,3,154,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-04,900.4,-11.0,1994,6,4,155,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-05,902.9,2.6,1994,6,5,156,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-06,889.2,-13.7,1994,6,6,157,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-07,894.7,5.5,1994,6,7,158,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-08,889.9,-4.8,1994,6,8,159,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-09,893.5,3.6,1994,6,9,160,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-10,900.3,6.8,1994,6,10,161,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-11,899.1,-1.2,1994,6,11,162,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-12,898.5,-0.6,1994,6,12,163,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-13,881.1,-17.3,1994,6,13,164,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-14,894.8,13.6,1994,6,14,165,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-15,901.1,6.3,1994,6,15,166,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-16,893.4,-7.7,1994,6,16,167,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-17,901.7,8.3,1994,6,17,168,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-18,904.3,2.6,1994,6,18,169,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-19,895.2,-9.1,1994,6,19,170,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-20,887.4,-7.9,1994,6,20,171,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-21,897.8,10.4,1994,6,21,172,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-22,907.5,9.7,1994,6,22,173,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-23,896.2,-11.3,1994,6,23,174,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-24,889.3,-6.8,1994,6,24,175,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-25,893.0,3.7,1994,6,25,176,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-26,897.6,4.6,1994,6,26,177,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-27,901.1,3.6,1994,6,27,178,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
1994-06-28,898.2,-3.0,1994,6,28,179,"Ankara, Turkey (representative)",39.93,32.86,938,Synthetic (ERA5-based climatology)
